local_designation|rb_factor_catalogue|ps1_designation|sherlock_distancempc|dec_psf|sherlock_host_ra|psf_inst_mag_sig|cal_psf_mag|sherlockClassification|detection_list_id|sherlock_object_id|filter|rb_factor_image|sherlock_tables|followup_flag_date|sherlock_specz|tns_name|ra_psf|id|sherlock_host_dec|target|ref|diff|mjd_obs
10EYSEeha|0.484701|PS20cwu||-12.473875770875708|223.299154976|0.26591|21.3171|SN|GOOD|93032232991671416|r|0.644592|PS1|2020-05-21|||223.29831266075527|1145311590122825800|-12.474150913999999|1145311590122825800_58990.394_104294938_464_target|1145311590122825800_58990.394_104294938_464_ref|1145311590122825800_58990.394_104294938_464_diff|59023.2853056266
10EYSEees|0.144588|PS20djj||-5.601679947438959|213.591874536|0.270337|20.9034|SN|GOOD|101272135918758289|r|0.946264|PS1|2020-05-21|||213.5919034402599|1141422070053605800|-5.601672116|1141422070053605800_58990.390_104294526_242_target|1141422070053605800_58990.390_104294526_242_ref|1141422070053605800_58990.390_104294526_242_diff|59423.2761874494
10EYSEedz|0.934876|PS20czv||10.009660880951918|231.53475796932426|0.181203|20.9982|SN|GOOD|1237662636371739674|i|0.997873|SDSS/PS1|2020-05-21|||231.5347646381869|1152608331100035100|10.009690100878183|1152608331100035100_58990.374_104292939_248_target|1152608331100035100_58990.374_104292939_248_ref|1152608331100035100_58990.374_104292939_248_diff|59065.2772066385
10EYSEegn|0.25843|PS20dhu||-1.7741390610421346|228.10919133141655|0.167859|20.5929|NT|GOOD|1237655692479693219|i|0.711935|SDSS/2MASS|2020-05-21||2020kqz|228.10919755401324|1151226200014626800|-1.7741941390430753|1151226200014626800_58990.388_104294338_261_target|1151226200014626800_58990.388_104294338_261_ref|1151226200014626800_58990.388_104294338_261_diff|58997.329818748
10EYSEehm|0.0667251|PS20dlp||2.347463569039641|194.229449172|0.243796|21.6599|SN|GOOD|1237651736300028576|r|0.523666|SDSS/PS1|2020-05-21||2020ley|194.22945827000748|1125655061022050700|2.347689626|1125655061022050700_58990.271_104282349_348_target|1125655061022050700_58990.271_104282349_348_ref|1125655061022050700_58990.271_104282349_348_diff|58994.2726815459
10EYSEehd|0.29925|PS20dlo|1151.521075|9.115303696924377|231.10553478074485|0.158948|20.6983|NT|GOOD|1237661950274437828|g|0.588336|SDSS|2020-05-21||2020lex|231.10545785367822|1152425301090654900|9.115627721518878|1152425301090654900_58990.374_104292917_206_target|1152425301090654900_58990.374_104292917_206_ref|1152425301090654900_58990.374_104292917_206_diff|59000.4993928057
10EYSEedq|0.760133|PS20dhp|26.697642|5.115153497656709|185.505417|0.0942182|20.4924|SN|GOOD|UGC07422|g|0.999978|NED/SDSS/GLADE|2020-05-21|0.006204|2020kqa|185.5059020139886|1122201411050654400|5.10006|1122201411050654400_58990.273_104282554_142_target|1122201411050654400_58990.273_104282554_142_ref|1122201411050654400_58990.273_104282554_142_diff|58990.2733138307
10EYSEfbg|0.46098|PS20dmp|1503.448738|2.4842762105821192|194.37279841385077|0.239443|20.9487|SN|GOOD|1237651754016637273|r|0.541621|SDSS|2020-05-21|||194.3730810606218|1125729541022903300|2.484033887057281|1125729541022903300_58990.273_104282621_108_target|1125729541022903300_58990.273_104282621_108_ref|1125729541022903300_58990.273_104282621_108_diff|59041.2826553718
10EYSEedu|0.948664|PS20dhq|1762.809524|14.284372532038804|235.05040868868807|0.181661|21.2131|SN|GOOD|1237668365848871226|i|0.999775|SDSS|2020-05-21||2020kqb|235.0508028504938|1154012191141703700|14.283570544986649|1154012191141703700_58990.381_104293756_241_target|1154012191141703700_58990.381_104293756_241_ref|1154012191141703700_58990.381_104293756_241_diff|59079.258210971
10EYSEegd|0.177398|PS20dht||-0.7676097337365129|227.943932148|0.167512|21.3863|SN|GOOD|1237648703522865763|g|0.780266|SDSS/PS1|2020-05-21||2020kqx|227.9445584318541|1151146680004603400|-0.767433214|1151146680004603400_58990.388_104294362_409_target|1151146680004603400_58990.388_104294362_409_ref|1151146680004603400_58990.388_104294362_409_diff|58990.3889746712
10EYSEeez|0.440499|PS20dhr||20.15231367295541|239.640217842|0.12441|20.9649|SN|GOOD|1237665536004523012|r|0.929337|SDSS/PS1|2020-05-21||2020kqr|239.63963292916424|1155833501200908400|20.151694724|1155833501200908400_58990.381_104293707_436_target|1155833501200908400_58990.381_104293707_436_ref|1155833501200908400_58990.381_104293707_436_diff|58990.3811631142
10EYSEegf|0.294515|PS20ddu|640.960775|21.878253162729013|236.28656922011822|0.304885|21.1908|NT|GOOD|1237665373331718316|z|0.775236|SDSS|2020-05-21|||236.28680395497324|1154508851215241500|21.878206347364372|1154508851215241500_58990.380_104293623_172_target|1154508851215241500_58990.380_104293623_172_ref|1154508851215241500_58990.380_104293623_172_diff|59365.3453610494
10EYSEefy|0.364617|PS20dhs||20.070665860736614|242.42636274975087|0.127618|20.8491|SN|GOOD|1237671692300517767|r|0.811391|SDSS/PS1|2020-05-21||2020kqu|242.42671999298358|1160942411200414300|20.0709701480066|1160942411200414300_58990.382_104293827_398_target|1160942411200414300_58990.382_104293827_398_ref|1160942411200414300_58990.382_104293827_398_diff|58990.3822325797
10EYSEeco|0.477223|PS20dgn||27.260574454660173|239.95206299568412|0.274971|20.8696|SN|CONFIRMED|1237662306199863818|i|0.544025|SDSS/PS1|2020-05-20||2020koc|239.9521536598713|1155948521271538100|27.26047056230395|1155948521271538100_58989.514_104268655_123_target|1155948521271538100_58989.514_104268655_123_ref|1155948521271538100_58989.514_104268655_123_diff|59106.2437909275
10EYSEedg|0.246868|PS20djy||13.428785882062781|192.16488068660937|0.299481|20.0797|SN|GOOD|1237661818170704478|i|0.996954|SDSS/PS1|2020-05-20||2020kzt|192.16491091812352|1124839581132543200|13.428777519414735|1124839581132543200_58989.260_104238509_97_target|1124839581132543200_58989.260_104238509_97_ref|1124839581132543200_58989.260_104238509_97_diff|59068.261279373
10EYSEede|0.500857|PS20cyj||13.416291735140122|183.29193635851348|0.133868|20.9828|SN|GOOD|1237661813884715620|g|0.798514|SDSS/PS1|2020-05-20|||183.29203972363052|1121310091132458500|13.416191909643844|1121310091132458500_58989.261_104238676_122_target|1121310091132458500_58989.261_104238676_122_ref|1121310091132458500_58989.261_104238676_122_diff|58989.2614567532
10EYSEecs|0.577812|PS1-12ajd|15204.961|33.187055826329605|240.015455107071|0.276962|20.2298|CV|GOOD|VWCrB|z|0.997048|NED/SDSS/GAIA/PS1/GSC/DOWNES|2020-05-20|1.965|2020kod|240.01550986382352|1160003721331113400|33.1871444777972|1160003721331113400_58989.520_104269405_41_target|1160003721331113400_58989.520_104269405_41_ref|1160003721331113400_58989.520_104269405_41_diff|59473.2458257155
10EYSEeda|0.503597|PS20dgp|839.46863|10.056707212801955|190.15232745787438|0.148287|20.9505|SN|GOOD|2MASXJ12403659+1003391|i|0.572071|NED/SDSS/PS1/2MASS|2020-05-20|0.17398|2020kof|190.15264030592078|1124036621100323900|10.060767449773753|1124036621100323900_58989.260_104238547_199_target|1124036621100323900_58989.260_104238547_199_ref|1124036621100323900_58989.260_104238547_199_diff|59016.2662429571
10EYSEhjl|0.597406|PS20fxg|171.5523|-4.8543602729934205|155.903791667|0.0980632|18.6839|SN|GOOD|2MASXJ10233687-0451138|i|0.401056|NED/PS1/GAIA/GLADE/2MASS|2020-05-20|0.0389||155.904372021077|1102337030045115500|-4.85391666667|1102337030045115500_58989.279_104240588_91_target|1102337030045115500_58989.279_104240588_91_ref|1102337030045115500_58989.279_104240588_91_diff|59010.2771958853
10EYSEecg|0.369146|PS20dzc|14.1|13.715859374483124|191.335083|0.163681|21.0635|SN|GOOD|IC3735|r|0.433078|NED_D/SDSS|2020-05-20||2020mbn|191.33395612520326|1124520121134257100|13.69267|1124520121134257100_58989.260_104238516_137_target|1124520121134257100_58989.260_104238516_137_ref|1124520121134257100_58989.260_104238516_137_diff|59051.269953296
10EYSEect|0.392345|PS20dgo|313.4384211|34.11477469736183|241.539575|0.151339|20.6292|SN|GOOD|1237662474766713077|i|0.767057|SDSS/2MASS/PS1/GLADE|2020-05-20|0.0695314|2020koe|241.53960710716282|1160609511340653200|34.114223|1160609511340653200_58989.521_104269420_292_target|1160609511340653200_58989.521_104269420_292_ref|1160609511340653200_58989.521_104269420_292_diff|59102.2564748287
10EYSEeci|0.703321|PS20dgm|330.262114|33.24674885631553|240.5184121343932|0.284662|21.5492|SN|GOOD|SDSSJ160204.42+331450.8|i|0.974696|NED/SDSS/PS1/GLADE|2020-05-20|0.073082|2020kob|240.51806288439064|1160204331331448200|33.24746748055237|1160204331331448200_58989.520_104269404_240_target|1160204331331448200_58989.520_104269404_240_ref|1160204331331448200_58989.520_104269404_240_diff|59079.2685546571
10EYSEecd|0.35604|PS20djk||0.18141547643276865|231.13271619138703|0.235771|20.7229|SN|GOOD|1237648704597983865|r|0.838228|SDSS/PS1|2020-05-19||2020kyf|231.1326999988853|1152431851001053000|0.1813744592863764|1152431851001053000_58988.486_104223347_174_target|1152431851001053000_58988.486_104223347_174_ref|1152431851001053000_58988.486_104223347_174_diff|59465.2500730084
10EYSEece|0.176694|PS20djz|1651.800728|-10.518086139217074|227.83687739223728|0.209309|20.9465|NT|GOOD|1237674654759191166|i|0.550724|SDSS|2020-05-19||2020kzu|227.83690010375946|1151120840103105000|-10.518131265248398|1151120840103105000_58988.480_104222637_548_target|1151120840103105000_58988.480_104222637_548_ref|1151120840103105000_58988.480_104222637_548_diff|59402.2969249203
10EYSEebj|0.757593|PS20dfi|1680.760034|12.946447408794418|236.58088295537857|0.168765|20.3599|NT|GOOD|1237668311091052920|i|0.910674|SDSS|2020-05-19||2020kmk|236.58095580323493|1154619431125647300|12.946469891285304|1154619431125647300_58988.495_104224373_135_target|1154619431125647300_58988.495_104224373_135_ref|1154619431125647300_58988.495_104224373_135_diff|59115.2365651921
10EYSEebo|0.066976|PS20dji|3470.702507|19.805249090935376|236.62994333062565|0.324401|20.7214|NT|GOOD|1237665442069676786|i|0.477284|SDSS|2020-05-19|0.591672|2020kxw|236.62992759583034|1154631161194818900|19.805258790987867|1154631161194818900_58990.380_104293590_294_target|1154631161194818900_58990.380_104293590_294_ref|1154631161194818900_58990.380_104293590_294_diff|58994.4878031501
10EYSEebk|0.0446666|PS20dfj||-2.679657556376927|225.774051674|0.271424|20.8488|SN|GOOD|1237655691404968378|r|0.667035|SDSS/PS1|2020-05-19||2020kml|225.7741981193029|1150305800024046700|-2.680565146|1150305800024046700_58988.487_104223398_246_target|1150305800024046700_58988.487_104223398_246_ref|1150305800024046700_58988.487_104223398_246_diff|58988.4871261828
10EYSEebm|0.424742|PS20dfk|389.99697|-0.19094441657288394|232.58554166666667|0.259803|21.0849|SN|GOOD|Mr20:[BFW2006]00561|r|0.446647|NED|2020-05-19|0.08556|2020kmm|232.58004281718237|1153019220001127400|-0.19006|1153019220001127400_58988.489_104223721_221_target|1153019220001127400_58988.489_104223721_221_ref|1153019220001127400_58988.489_104223721_221_diff|59009.3350789429
10EYSEebf|0.752277|PS20dfe||40.420287861119306|224.042523256|0.155684|21.0179|SN|GOOD|1237661361842225583|i|0.91222|SDSS/PS1|2020-05-18||2020kim|224.04238803403652|1145610171402513000|40.420130028|1145610171402513000_58987.387_104168951_67_target|1145610171402513000_58987.387_104168951_67_ref|1145610171402513000_58987.387_104168951_67_diff|59021.2932368104
10EYSEdzc|0.674911|PS20dir|713.609092|-1.314179862721808|197.6246731335313|0.240049|20.7354|NT|CONFIRMED|1237655500272435554|i|0.977458|SDSS|2020-05-17|||197.62446580776802|1131029860011851000|-1.314187632620268|1131029860011851000_58988.271_104197671_76_target|1131029860011851000_58988.271_104197671_76_ref|1131029860011851000_58988.271_104197671_76_diff|59380.2859190306
10EYSEean|0.260405|PS20djf||-3.9753787658877346|197.764330566|0.235501|21.545|SN|GOOD|103231977642540123|g|0.52612|PS1|2020-05-17||2020kxr|197.76444733387734|1131103460035831300|-3.975366256|1131103460035831300_58986.276_104114178_207_target|1131103460035831300_58986.276_104114178_207_ref|1131103460035831300_58986.276_104114178_207_diff|58998.2661787361
10EYSEdyw|0.693178|PS20dje||5.717674502972253|156.20627138999998|0.277988|20.2776|SN|GOOD|1237658422478438781|r|0.993676|SDSS/PS1|2020-05-17||2020kxq|156.20629817389704|1102449521054303400|5.71763924|1102449521054303400_58986.262_104112726_126_target|1102449521054303400_58986.262_104112726_126_ref|1102449521054303400_58986.262_104112726_126_diff|59258.51906193
10EYSEdzs|0.554653|PS20deu||-0.7222575749294293|189.21531960783054|0.267161|20.8019|NT|GOOD|1237648703505891701|r|0.766283|SDSS/2MASS|2020-05-17||2020kff|189.2153762044525|1123651680004320000|-0.7222249422394117|1123651680004320000_58986.275_104113993_180_target|1123651680004320000_58986.275_104113993_180_ref|1123651680004320000_58986.275_104113993_180_diff|59007.2777886298
10EYSEeaz|0.193055|PS20ajc|674.399952|9.146010212387043|229.62001692865823|0.225582|19.2251|NT|GOOD|1237662199358160912|z|0.453332|SDSS/GLADE/GAIA/2MASS|2020-05-17|0.142515||229.62008934064056|1151828831090845700|9.14594732615433|1151828831090845700_58986.477_104137716_55_target|1151828831090845700_58986.477_104137716_55_ref|1151828831090845700_58986.477_104137716_55_diff|59477.2297094675
10EYSEeaa|0.272063|PS20dew|1582.747018|6.150436526640098|193.1210222890904|0.167743|20.9121|NT|GOOD|1237654881801208440|r|0.707564|SDSS|2020-05-17||2020kfg|193.12117626769606|1125229081060901600|6.150409495599792|1125229081060901600_58986.270_104113530_163_target|1125229081060901600_58986.270_104113530_163_ref|1125229081060901600_58986.270_104113530_163_diff|58994.2731206006
10EYSEear|0.439987|PS20dez||-1.3816624229321153|197.222979088|0.232999|21.2114|SN|GOOD|1237650372100096098|i|0.518824|SDSS/2MASS/PS1|2020-05-17||2020kfj|197.22335320368066|1130853610012253900|-1.381277414|1130853610012253900_58986.276_104114219_163_target|1130853610012253900_58986.276_104114219_163_ref|1130853610012253900_58986.276_104114219_163_diff|59010.2835341832
10EYSEeay|0.385507|PS20clh||-5.291538206597037|191.6707526360394|0.203401|20.8858|SN|GOOD|1237671265494369589|r|0.472629|SDSS/PS1|2020-05-17|||191.6703335454817|1124640870051729400|-5.291351615244366|1124640870051729400_58986.271_104113610_182_target|1124640870051729400_58986.271_104113610_182_ref|1124640870051729400_58986.271_104113610_182_diff|58986.2719830861
10EYSEeal|0.777646|PS20dey||1.6558501697793282|190.24885418051798|0.142087|21.2363|SN|GOOD|1237651752941060348|r|0.55355|SDSS/PS1|2020-05-17||2020kfi|190.248875929215|1124059731013920900|1.6562986072128536|1124059731013920900_58986.269_104113316_234_target|1124059731013920900_58986.269_104113316_234_ref|1124059731013920900_58986.269_104113316_234_diff|59022.2742645382
10EYSEdze|0.27352|PS20det|3907.451208|2.6454966713876202|190.89217387670973|0.218966|21.5737|NT|GOOD|1237671764787724862|r|0.960341|SDSS|2020-05-17||2020kfe|190.8923512683402|1124334161023843700|2.645547369461132|1124334161023843700_58986.269_104113325_266_target|1124334161023843700_58986.269_104113325_266_ref|1124334161023843700_58986.269_104113325_266_diff|59008.2919917799
10EYSEdzf|0.452482|PS20dic||-1.2933886837203128||0.170881|20.8888|ORPHAN|GOOD||g|0.960268||2020-05-17||2020kuv|197.4332093992711|1130943960011736200||1130943960011736200_58986.276_104114219_203_target|1130943960011736200_58986.276_104114219_203_ref|1130943960011736200_58986.276_104114219_203_diff|58998.2666084166
10EYSEeak|0.87919|PS20djd||7.526426157332391|149.54837757800001|0.229071|20.6514|SN|GOOD|1237658491729281128|g|0.601941|SDSS/PS1|2020-05-17||2020kxp|149.54792706139463|1095811511073135100|7.523906102|1095811511073135100_58989.271_104239638_73_target|1095811511073135100_58989.271_104239638_73_ref|1095811511073135100_58989.271_104239638_73_diff|58989.2718551472
10EYSEeau|0.425573|PS20dka||2.9503668971392334|153.86360880562512|0.175823|21.0567|SN|GOOD|1237653665797439929|i|0.509201|SDSS/PS1|2020-05-17||2020kzv|153.86381686944455|1101527321025701400|2.9505055690327726|1101527321025701400_58989.272_104239825_96_target|1101527321025701400_58989.272_104239825_96_ref|1101527321025701400_58989.272_104239825_96_diff|59008.276196265
10EYSEdys|0.997297|PS20diq||3.2874363457077447||0.130269|19.4209|ORPHAN|GOOD||g|0.999255||2020-05-17|||154.51281213703004|1101803071031714800||1101803071031714800_58989.275_104240112_144_target|1101803071031714800_58989.275_104240112_144_ref|1101803071031714800_58989.275_104240112_144_diff|59017.2722538501
10EYSEeav|0.432476|PS20dfa|512.907366|6.9577437524175725|155.7310417|0.24141|21.618|SN|GOOD|2MASXJ10225545+0657198|g|0.503164|NED/SDSS/PS1/2MASS|2020-05-17|0.110643|2020kfk|155.73187174686467|1102255651065727900|6.95564|1102255651065727900_58986.262_104112739_228_target|1102255651065727900_58986.262_104112739_228_ref|1102255651065727900_58986.262_104112739_228_diff|58986.262904068
10EYSEeab|0.510202|PS20dex||9.325032683192381|169.666641|0.175129|21.0653|NT|GOOD|1237658492274868420|g|0.706442|SDSS/2MASS|2020-05-17||2020kfh|169.66693351827556|1111840061091930000|9.325016|1111840061091930000_58986.289_104114488_64_target|1111840061091930000_58986.289_104114488_64_ref|1111840061091930000_58986.289_104114488_64_diff|58994.2659342145
10EYSEdzv|0.186366|PS20dev|623.525405|13.936721694841896|232.457047|0.0923551|20.0673|SN|GOOD|1237668311089217799|g|0.741028|SDSS/GAIA/PS1/2MASS|2020-05-17|0.132598||232.45775933423835|1152949861135612100|13.936823|1152949861135612100_58986.478_104137910_125_target|1152949861135612100_58986.478_104137910_125_ref|1152949861135612100_58986.478_104137910_125_diff|58990.3757355026
10EYSEdvw|0.999475|PS20ddg|103.3861751|20.085435851207926|180.743842|0.0611921|18.781|NT|CONFIRMED|1237668298202349661|r|0.999914|SDSS/2MASS/GLADE|2020-05-16|0.0237082||180.74375478534895|1120258501200507500|20.085243|1120258501200507500_58985.372_104082916_6_target|1120258501200507500_58985.372_104082916_6_ref|1120258501200507500_58985.372_104082916_6_diff|59041.2741302076
10EYSEdwo|0.0723544|PS20ddi||-13.081647313697934|143.22949262|0.182334|20.5242|SN|GOOD|92301432294892376|g|0.956003|PS1|2020-05-16||2020kcc|143.22948761636795|1093255070130453800|-13.081657712|1093255070130453800_58985.259_104070352_339_target|1093255070130453800_58985.259_104070352_339_ref|1093255070130453800_58985.259_104070352_339_diff|58990.2597763944
10EYSEdxm|0.111183|PS20djg||-5.769247647597401|211.742106094|0.213955|21.4342|SN|GOOD|101072117421237266|g|0.764134|PS1|2020-05-16||2020kxu|211.74211927617708|1140658110054609400|-5.769259226|1140658110054609400_58985.397_104085252_361_target|1140658110054609400_58985.397_104085252_361_ref|1140658110054609400_58985.397_104085252_361_diff|59051.2871561497
10EYSEdwp|0.126547|PS20ddj||21.07992425817427|186.545063|0.281796|20.6903|NT|GOOD|1237667917031604447|i|0.943623|SDSS/2MASS|2020-05-16||2020kcd|186.5450773731635|1122610821210447800|21.079929|1122610821210447800_58985.370_104082341_136_target|1122610821210447800_58985.370_104082341_136_ref|1122610821210447800_58985.370_104082341_136_diff|59013.275872801
10EYSEdxs|0.121013|PS20ckc|2831.779803|10.552786443989753|190.6593024030454|0.199148|21.5233|NT|GOOD|1237658493357654370|r|0.718478|SDSS|2020-05-16|||190.65934773577368|1124238261103309900|10.552751197256969|1124238261103309900_58985.375_104083363_245_target|1124238261103309900_58985.375_104083363_245_ref|1124238261103309900_58985.375_104083363_245_diff|59393.2717043018
10EYSEdxy|0.742474|PS20dds|720.801989|32.86192585703525|242.3043864437742|0.23284|21.248|NT|GOOD|1237662474230431917|g|0.695033|SDSS|2020-05-16||2020kcl|242.30452040276867|1160913081325142800|32.86188840921374|1160913081325142800_58985.382_104083912_56_target|1160913081325142800_58985.382_104083912_56_ref|1160913081325142800_58985.382_104083912_56_diff|59000.5100901645
10EYSEdwv|0.416766|PS20ddk||16.537845506792586|177.61513882884856|0.266376|21.1626|NT|GOOD|1237668494708834451|i|0.898148|SDSS/PS1|2020-05-16||2020kce|177.61512946420822|1115027621163216400|16.537874556782466|1115027621163216400_58985.370_104082788_113_target|1115027621163216400_58985.370_104082788_113_ref|1115027621163216400_58985.370_104082788_113_diff|59226.5630325336
10EYSEdxe|0.164611|PS20djh||31.955034636523287|248.14452919991453|0.223009|21.5509|SN|GOOD|1237659153145397352|i|0.842412|SDSS|2020-05-16||2020kxv|248.14456285134878|1163234701315718100|31.95520549889027|1163234701315718100_58985.383_104084048_205_target|1163234701315718100_58985.383_104084048_205_ref|1163234701315718100_58985.383_104084048_205_diff|59000.5091699796
10EYSEdxr|0.152122|PS20ddl||17.47311554393411|180.06587024147478|0.234969|20.9635|SN|GOOD|1237668495783624996|r|0.724165|SDSS/PS1|2020-05-16||2020kcf|180.0658873570209|1120015801172823300|17.472977537512694|1120015801172823300_58985.370_104082815_104_target|1120015801172823300_58985.370_104082815_104_ref|1120015801172823300_58985.370_104082815_104_diff|59041.2728254697
10EYSEdun|0.643826|PS20dcv|3542.207251|28.40248665512875|203.70344234408512|0.247106|21.6301|SN|CONFIRMED|1237665441519174309|i|0.996744|SDSS|2020-05-15||2020kaj|203.70357767682592|1133448851282409100|28.40261180137969|1133448851282409100_58984.282_104031380_157_target|1133448851282409100_58984.282_104031380_157_ref|1133448851282409100_58984.282_104031380_157_diff|59029.2845801013
10EYSEhji|0.233192|PS20fxd|21.181535|21.093383864983494|243.817322|0.0963105|20.3568|NT|CONFIRMED|2MASXJ16151615+2105364|r|0.0991116|NED/SDSS/2MASS/GLADE|2020-05-15|0.004927||243.81764479447125|1161516221210536200|21.093445|1161516221210536200_58984.491_104055720_261_target|1161516221210536200_58984.491_104055720_261_ref|1161516221210536200_58984.491_104055720_261_diff|59023.3807624785
