sn_ra,sn_dec,host_ra,host_dec
14.054375,41.60398888888889,14.054222222222222,41.60722222222223
15.100736111111111,7.561538888888888,15.10074,7.561591666666667
17.288675,33.46201944444445,17.28856,33.46314166666667
2.3870027777777776,-4.517222222222222,2.3870144444444445,-4.517088888888889
22.51166027777778,39.29311666666666,22.511416861111112,39.29186694444444
1.6433555555555555,-4.680011111111112,1.6435469444444444,-4.682805555555555
4.057311111111111,-5.4920277777777775,4.0572875,-5.4918555555555555
23.110971388888892,-12.57288611111111,23.11100666666667,-12.57328888888889
8.088750000000001,22.963775,8.08877638888889,22.964191666666665
2.266236111111111,12.23711111111111,2.2662333333333335,12.237555555555554
6.013359722222222,-15.399238888888888,6.013355,-15.399094444444444
6.209277222222222,-14.257483333333333,6.209667555555556,-14.2577575
0.3447388888888889,25.22905833333333,0.3448911111111111,25.22795833333333
3.085726666666667,37.9002,3.0862795000000003,37.89999777777778
2.685794444444445,43.68021666666667,2.6859275,43.68269722222222
1.7323816666666667,17.062344444444445,1.7323815277777779,17.06205611111111
8.45225861111111,27.811594444444445,8.4522725,27.810466666666667
2.5928630555555556,-6.063047222222222,2.5928766944444446,-6.063894444444444
15.279769444444446,28.628555555555558,15.279892861111112,28.618445833333332
22.37579722222222,-18.873416666666667,22.375305277777777,-18.869705555555555
1.8951111111111112,29.936305555555556,1.8950652777777777,29.93308888888889
2.8796416666666667,46.94638888888888,2.87901,46.93810694444444
16.047522222222224,47.225,16.047111111111114,47.22555555555556
16.47732222222222,39.54866666666666,16.477290194444443,39.55117583333333
20.731427777777775,12.508444444444445,20.731589916666664,12.511908611111112
23.172955555555557,7.5889444444444445,23.172881944444445,7.580611111111111
23.876994444444446,14.552555555555557,23.87678,14.551438888888889
