sn_name,sn_ra,sn_dec,sherlock_host_ra,sherlock_host_dec,ghost_ra,ghost_dec,aperture_semi_major_axis
11JYSEhfv,62.35134642397983,-7.442224733874181,62.35125813,-7.442224014,62.3512576,-7.44221879,0.0
11JYSEhfo,64.49619660258026,-7.748134181999731,64.497879,-7.747903,64.4979393,-7.74780052,0.0
11JYSEhgh,3.1342870863666006,1.9515434873170905,3.13565459,1.950989912,3.13376802,1.95153788,0.0
11JYSEhga,21.637205514905624,3.718153822848629,21.637108552,3.718092242,21.63710258,3.71812652,0.0
11JYSEhgi,9.283279528478026,3.067428859847283,9.28223865234213,3.06750107019348,9.28244789,3.06593447,0.0
11JYSEhgd,20.672149540682824,2.697278767615452,20.671975616,2.696178256,20.67414755,2.69737499,0.0
11JYSEhgb,18.677520573161143,0.802431511307444,18.6777916667,0.804166666667,18.67781219,0.8041873,0.0
11JYSEhfy,324.8533825994228,9.532829205845196,324.847107,9.537681,324.85102585,9.53220942,0.0
11JYSEhgg,321.50979327548515,12.015542412818093,321.508909748,12.015703192,321.50831953,12.0130923,0.0
11JYSEhfq,59.86117452063503,-11.319556769133106,59.86227457848093,-11.32037015602471,59.86231792,-11.32038775,0.0
11JYSEhfu,62.97019741220621,-11.245026044849944,62.972515056,-11.2470034,62.97252504,-11.24698773,0.0
11JYSEhft,66.12957269081866,-10.641851863680651,66.12862914200001,-10.641344286,66.12862044,-10.64133784,0.0
11JYSEhfs,63.13410348158746,-6.915835642687977,63.132427232,-6.916360066,63.13244292,-6.91636337,0.0
11JYSEher,11.586007457806396,-19.558441314283225,11.583831,-19.556494,11.58370509,-19.55661186,0.0
11JYSEhfj,18.29437441248833,-15.559625943982342,18.294375,-15.55967,18.29439532,-15.55961704,0.0
11JYSEhek,36.342686199043456,-7.842681273994702,36.346703126,-7.840151774,36.3467114,-7.84016724,0.0
11JYSEhfk,37.32929185811884,-4.681762982480636,37.327328,-4.683795,37.32709579,-4.68393079,0.0
11JYSEhfa,17.21930305526071,-16.15148252606939,17.218871324,-16.151117348,17.21887689,-16.1511303,0.0
11JYSEhfi,0.1140364373231528,28.387325682531287,0.1140937231884891,28.387408819632547,0.11408371,28.38745297,0.0
11JYSEhff,-1.228092999651368,26.604392458724867,358.771943352,26.604393558,358.77194277,26.60439069,0.0
11JYSEhew,352.1773345583781,22.091450655168444,352.177363624,22.091477338,352.17734378,22.09145462,0.0
11JYSEhfe,0.1140516076120237,28.387339053887533,0.1140937231884891,28.387408819632547,0.11408371,28.38745297,0.0
11JYSEhef,334.59786807604416,5.773755514738449,334.59975,5.77456,334.59859584,5.77076257,0.0
11JYSEhed,323.5864660011063,12.287272445932748,323.58579934015347,12.28610585778035,323.58579311,12.28608504,0.0
11JYSEhev,21.30230876795008,-18.60605769929859,21.303262554,-18.608145598,21.30327502,-18.60814875,0.0
11JYSEhfc,5.549588142102213,24.37870605195609,5.547743273368155,24.381452356697725,5.54769466,24.38149044,0.0
11JYSEhet,5.0673415886493895,27.190997582559326,5.067118623179266,27.1908691601902,5.06077461,27.1909145,0.0
11JYSEheq,7.416268268515135,25.246199088933096,7.416962826,25.245692554,7.41698162,25.24568795,0.0
11JYSEhey,2.678407278764816,27.865509767100487,2.679429098,27.866025744,2.68036339,27.86485189,0.0
11JYSEhes,357.586291095054,24.51565038211301,357.5856113947738,24.51688249145032,357.58561003,24.51690431,0.0
11JYSEhfg,6.256739220035322,27.97178467236699,6.256132932,27.971187922,6.25614214,27.97117873,0.0
11JYSEhfb,6.9141063890286425,28.38750548485352,6.91256828,28.387739584,6.91256683,28.38774876,0.0
11JYSEheo,35.594599474995704,-8.62435440057125,35.59436188,-8.62284191,35.59437048,-8.62283542,0.0
11JYSEhep,42.05822687163344,-5.500257362517956,42.05768712106566,-5.500322586723178,42.05441759,-5.50101211,0.0
11JYSEhem,40.02760678785701,-0.4545021516436075,40.027667,-0.45447,40.02660888,-0.45644023,0.0
11JYSEhdy,59.82310483433028,-10.985270628991492,59.823606464,-10.985806946,59.8235852,-10.98581775,0.0
11JYSEhdu,67.68584445787862,-6.717482560473735,67.6857958762465,-6.717512944903087,67.6849733,-6.71212034,0.0
11JYSEhdv,68.58307613342004,-8.62482630735716,68.584267,-8.625526,68.58435611,-8.62565295,0.0
11JYSEhdq,63.78933457155007,-7.76426484921881,63.789352374,-7.764248226,63.78935172,-7.76425755,0.0
11JYSEhdx,21.17670829548921,1.3209308903637145,21.1765416667,1.32088888889,21.17675163,1.3208775,0.0
11JYSEhdw,67.22778660105848,-7.917749673038354,67.228552154,-7.918514254,67.22853149,-7.91849082,0.0
11JYSEhdh,2.5887289114968497,19.801575167999907,2.589418,19.800198,2.58935357,19.80016941,0.0
11JYSEhdd,126.54705586493476,43.05457468085336,126.547043832,43.054331432,126.54708892,43.05431975,0.0
11JYSEhdg,7.273302520234983,16.945832803469038,7.273126596,16.945952922,7.27313032,16.94597718,0.0
11JYSEhda,131.01200799555122,48.29480239567869,131.016663,48.295361,131.01685207,48.29543036,0.0
11JYSEhdi,5.580113370663758,18.65731934737929,5.579859,18.657013,5.57988188,18.65701253,0.0
11JYSEhdf,126.00187199854552,49.014018405464405,126.00193755360108,49.014026941589776,126.00193483,49.01405359,0.0
11JYSEhde,125.36197787376256,50.36957186259395,125.36187200419168,50.36950820530701,125.3618368,50.3695275,0.0
11JYSEhdm,318.67949620744474,9.394416273259598,318.67965007898874,9.395166066567011,318.67966393,9.39517681,0.0
11JYSEhdb,320.40755823528383,12.225975983041764,320.406560772,12.226269692,320.40352829,12.22817251,0.0
11JYSEhdp,45.407202133003686,-1.2009153687312804,45.41273651359995,-1.1969281985213711,45.41281064,-1.19688558,0.0
11JYSEhdj,52.1969543171726,-4.361491534033004,52.19807115,-4.36066473,52.19806491,-4.3606609,0.0
11JYSEhcv,326.7420692675804,2.1715265927701544,326.7420417,2.17153,326.74198912,2.17151764,0.0
11JYSEhbz,36.69914522902979,-3.819560431513066,36.70001858986311,-3.820131910388384,36.70002343,-3.820145,0.0
11JYSEhcr,23.18750020642668,-15.10390430001708,23.187412528,-15.102682396,23.18742994,-15.10268916,0.0
11JYSEhcd,40.51405115866129,38.47321840045437,40.513084,38.473534,40.51313025,38.47365936,0.0
11JYSEhch,46.742532648910846,40.35781884821439,46.740029574,40.357225792,46.74002706,40.35722211,0.0
11JYSEhcf,41.24269471384189,38.54572083784197,41.242618054,38.544755784,41.24260399,38.54475272,0.0
11JYSEhcl,41.38558709230947,38.64245523737047,41.384407258,38.643716148,41.38438743,38.6437176,0.0
11JYSEhcb,49.44883296513425,41.21952417444673,49.450853377820295,41.21958237150991,49.45084657,41.21956719,0.0
11JYSEhct,313.945717404921,-3.969947978551885,313.945384352,-3.97144518,313.94537028,-3.97144815,0.0
11JYSEhcu,314.6337018107841,-0.7480307154392304,314.63337840166787,-0.7477968286975252,314.63222557,-0.74739308,0.0
11JYSEhcx,333.3066362179936,-0.7218991438748508,333.3064563393079,-0.7220230525293142,333.30644309,-0.72200108,0.0
11JYSEhcz,312.00250712677314,-0.1784867958203251,311.9997917,-0.18,312.00350573,-0.17838423,0.0
11JYSEhcn,42.07146491223717,-5.290040689787936,42.07022446464339,-5.289428268135754,42.07025106,-5.2893894,0.0
11JYSEhcj,46.831111204497205,40.4126374382049,46.828125,40.41108,46.82274469,40.41396731,0.0
11JYSEhbv,7.32853050218591,27.78902102499428,7.328140034424393,27.789880028323108,7.32813741,27.78990373,0.0
11JYSEhbu,-1.4323085933304325,27.95849703136245,358.568176,27.960363,358.56804584,27.9604492,0.0
11JYSEhbe,54.432447040341096,-27.524555400768293,54.432033562,-27.525171812,54.43204798,-27.52519477,0.0
11JYSEhbf,64.61744827702262,-24.71929388546077,64.61724954,-24.719318942,64.61724516,-24.71924864,0.0
11JYSEhbi,66.5603247871371,-9.731043373050005,66.560376016,-9.731317522,66.56038659,-9.73131261,0.0
11JYSEhbb,65.3210155956148,-10.77220491584778,65.32097398,-10.7722561,65.32096047,-10.77223997,0.0
11JYSEhbr,19.716351522740243,-3.076556113955238,19.717313354,-3.077708648,19.71637078,-3.07656691,0.0
11JYSEhbp,19.10544928131236,-1.3330581705070088,19.105473492,-1.333035434,19.10546644,-1.33302606,0.0
11JYSEhbj,59.677360668229824,-26.81319738582549,59.677038076,-26.814171326,59.67735966,-26.81306235,0.0
11JYSEhbc,68.57058810848126,-8.299967097254616,68.57111627,-8.300050952,68.56905447,-8.30211559,0.0
11JYSEhbx,353.21771945365407,21.93649457956604,353.2177671001386,21.938111144997062,353.22092837,21.93614322,0.0
11JYSEhbt,19.487034930635645,-2.0013957045727064,19.480669,-2.001936,19.48064552,-2.00194925,0.0
11JYSEhbm,19.61165340232713,-1.446689413229511,19.61007633202803,-1.446813813076072,19.6100478,-1.44677366,0.0
11JYSEhbs,10.373988112993116,3.960957922384547,10.37410537,3.96065964,10.37407434,3.9606368,0.0
11JYSEhbo,2.5937394859446803,2.5266110160665445,2.593464152865294,2.526797919940662,2.59504941,2.52795087,0.0
11JYSEhba,68.15685037589118,-26.02181800141928,68.1569583333,-26.02197,68.15967618,-26.02463117,0.0
11JYSEhbg,67.29042288515663,-10.227959206079229,67.29049841,-10.22804677,67.29044283,-10.22802717,0.0
11JYSEhaw,319.44758971147496,13.59462490097223,319.449768,13.593497,319.45020834,13.59346305,0.0
